Turno,Máquina,OF,Cod.Operación,cod_producto,desc_producto,operación,inicio,Fin,Num OFs,Tiempo Plan.,Tiempo Plan.Proceso,Tiempo Real,Sub Área
MAÑANA,DMG 160,4588634,1600,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP40-ACABADO / FINISHING MACHI,05/05/2023 6:00:00,05/05/2023 9:10:02,1,5:15:00,5:15:00,3:10:02,Mecanizado
MAÑANA,DMG 160,4490915,2570,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",R1.9: MECANIZADO REPROCESO OP30 - OFICIN,05/05/2023 9:10:02,05/05/2023 14:00:00,1,4:00:00,4:00:00,4:49:58,Mecanizado
TARDE,DMG 160,4490915,2570,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",R1.9: MECANIZADO REPROCESO OP30 - OFICIN,05/05/2023 14:00:00,05/05/2023 15:56:40,1,4:00:00,4:00:00,1:56:40,Mecanizado
TARDE,DMG 160,4490915,2570,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",R1.9: MECANIZADO REPROCESO OP30 - OFICIN,05/05/2023 15:56:56,05/05/2023 15:58:13,1,4:00:00,4:00:00,0:01:17,Mecanizado
TARDE,DMG 160,4490915,2570,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",R1.9: MECANIZADO REPROCESO OP30 - OFICIN,05/05/2023 15:58:16,05/05/2023 15:58:23,1,4:00:00,4:00:00,0:00:07,Mecanizado
TARDE,DMG 160,4490915,2570,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",R1.9: MECANIZADO REPROCESO OP30 - OFICIN,05/05/2023 15:58:36,05/05/2023 22:00:00,1,4:00:00,4:00:00,6:01:24,Mecanizado
NOCHE,DMG 160,4490915,2570,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",R1.9: MECANIZADO REPROCESO OP30 - OFICIN,05/05/2023 22:01:02,06/05/2023 6:00:00,1,4:00:00,4:00:00,7:58:58,Mecanizado
FESTIVO,DMG 160,4490915,2570,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",R1.9: MECANIZADO REPROCESO OP30 - OFICIN,06/05/2023 6:01:32,07/05/2023 6:00:00,1,4:00:00,4:00:00,23:58:28,Mecanizado
MAÑANA,DMG 160,4490915,2570,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",R1.9: MECANIZADO REPROCESO OP30 - OFICIN,07/05/2023 6:01:11,07/05/2023 14:00:00,1,4:00:00,4:00:00,7:58:49,Mecanizado
TARDE,DMG 160,4490915,2570,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",R1.9: MECANIZADO REPROCESO OP30 - OFICIN,07/05/2023 14:00:48,07/05/2023 22:00:00,1,4:00:00,4:00:00,7:59:12,Mecanizado
NOCHE,DMG 160,4490915,2570,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",R1.9: MECANIZADO REPROCESO OP30 - OFICIN,07/05/2023 22:00:00,07/05/2023 22:02:48,1,4:00:00,4:00:00,0:02:48,Mecanizado
NOCHE,DMG 160,4490915,2570,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",R1.9: MECANIZADO REPROCESO OP30 - OFICIN,07/05/2023 22:02:53,07/05/2023 23:27:26,1,4:00:00,4:00:00,1:24:33,Mecanizado
NOCHE,DMG 160,4588634,1650,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP45: ACABADO / FINISHING MACHI,07/05/2023 23:27:26,08/05/2023 4:47:11,1,3:45:00,3:45:00,5:19:45,Mecanizado
NOCHE,DMG 160,4588634,1700,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP50: ACABADO / FINISHING MACH,08/05/2023 4:47:11,08/05/2023 6:00:00,1,4:45:00,4:45:00,1:12:49,Mecanizado
MAÑANA,DMG 160,4588634,1700,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP50: ACABADO / FINISHING MACH,08/05/2023 6:00:00,08/05/2023 8:58:14,1,4:45:00,4:45:00,2:58:14,Mecanizado
MAÑANA,DMG 160,4588634,1700,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP50: ACABADO / FINISHING MACH,08/05/2023 8:58:28,08/05/2023 8:58:33,1,4:45:00,4:45:00,0:00:05,Mecanizado
MAÑANA,DMG 160,4588634,1700,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP50: ACABADO / FINISHING MACH,08/05/2023 8:58:33,08/05/2023 8:58:57,1,4:45:00,4:45:00,0:00:24,Mecanizado
MAÑANA,DMG 160,4588634,1700,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP50: ACABADO / FINISHING MACH,08/05/2023 8:58:57,08/05/2023 9:06:29,1,4:45:00,4:45:00,0:07:32,Mecanizado
MAÑANA,DMG 160,4588634,1700,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP50: ACABADO / FINISHING MACH,08/05/2023 9:06:29,08/05/2023 9:12:32,1,4:45:00,4:45:00,0:06:03,Mecanizado
MAÑANA,DMG 160,4588634,1730,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP55: ACABADO / FINISHING MACHI,08/05/2023 9:12:32,08/05/2023 14:00:00,1,2:30:00,2:30:00,4:47:28,Mecanizado
TARDE,DMG 160,4588634,1730,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP55: ACABADO / FINISHING MACHI,08/05/2023 14:00:00,08/05/2023 14:03:48,1,2:30:00,2:30:00,0:03:48,Mecanizado
TARDE,DMG 160,4588634,1740,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP58: ACABADO / FINISHING MACHI,08/05/2023 14:16:30,08/05/2023 16:57:57,1,2:30:00,2:30:00,2:41:27,Mecanizado
TARDE,DMG 160,4588634,1750,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP60: ACABADO / FINISHING MACH,08/05/2023 16:57:57,08/05/2023 17:39:54,1,1:00:00,1:00:00,0:41:57,Mecanizado
TARDE,DMG 160,4607104,1400,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP10,08/05/2023 17:39:54,08/05/2023 21:23:48,1,4:30:00,4:30:00,3:43:54,Mecanizado
TARDE,DMG 160,4594489,1600,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP40-ACABADO / FINISHING MACHI,08/05/2023 21:23:48,08/05/2023 22:00:00,1,5:15:00,5:15:00,0:36:12,Mecanizado
NOCHE,DMG 160,4594489,1600,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP40-ACABADO / FINISHING MACHI,08/05/2023 22:00:00,09/05/2023 3:06:12,1,5:15:00,5:15:00,5:06:12,Mecanizado
NOCHE,DMG 160,4594489,1650,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP45: ACABADO / FINISHING MACHI,09/05/2023 3:06:12,09/05/2023 6:00:00,1,3:45:00,3:45:00,2:53:48,Mecanizado
MAÑANA,DMG 160,4594489,1650,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP45: ACABADO / FINISHING MACHI,09/05/2023 6:00:00,09/05/2023 7:35:13,1,3:45:00,3:45:00,1:35:13,Mecanizado
MAÑANA,DMG 160,4607104,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,09/05/2023 7:35:13,09/05/2023 7:38:51,1,30:00:00,30:00:00,0:03:38,Mecanizado
MAÑANA,DMG 160,4607104,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,09/05/2023 7:38:51,09/05/2023 7:46:51,1,30:00:00,30:00:00,0:08:00,Mecanizado
MAÑANA,DMG 160,4607104,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,09/05/2023 7:46:51,09/05/2023 7:47:13,1,30:00:00,30:00:00,0:00:22,Mecanizado
MAÑANA,DMG 160,4607104,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,09/05/2023 7:47:13,09/05/2023 8:18:53,1,30:00:00,30:00:00,0:31:40,Mecanizado
MAÑANA,DMG 160,4607104,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,09/05/2023 8:18:53,09/05/2023 8:39:59,1,30:00:00,30:00:00,0:21:06,Mecanizado
MAÑANA,DMG 160,4607104,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,09/05/2023 8:39:59,09/05/2023 9:10:37,1,30:00:00,30:00:00,0:30:38,Mecanizado
MAÑANA,DMG 160,4607104,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,09/05/2023 9:10:37,09/05/2023 9:10:39,1,30:00:00,30:00:00,0:00:02,Mecanizado
MAÑANA,DMG 160,4607104,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,09/05/2023 9:10:39,09/05/2023 9:17:42,1,30:00:00,30:00:00,0:07:03,Mecanizado
MAÑANA,DMG 160,4607104,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,09/05/2023 9:17:42,09/05/2023 12:37:49,1,30:00:00,30:00:00,3:20:07,Mecanizado
MAÑANA,DMG 160,4594489,1700,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP50: ACABADO / FINISHING MACH,09/05/2023 12:37:49,09/05/2023 12:51:50,1,4:45:00,4:45:00,0:14:01,Mecanizado
MAÑANA,DMG 160,4594489,1700,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP50: ACABADO / FINISHING MACH,09/05/2023 12:51:50,09/05/2023 13:40:50,1,4:45:00,4:45:00,0:49:00,Mecanizado
MAÑANA,DMG 160,4594489,1700,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP50: ACABADO / FINISHING MACH,09/05/2023 13:40:50,09/05/2023 14:00:00,1,4:45:00,4:45:00,0:19:10,Mecanizado
TARDE,DMG 160,4594489,1700,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP50: ACABADO / FINISHING MACH,09/05/2023 14:00:00,09/05/2023 17:00:37,1,4:45:00,4:45:00,3:00:37,Mecanizado
TARDE,DMG 160,4594489,1730,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP55: ACABADO / FINISHING MACHI,09/05/2023 17:02:59,09/05/2023 21:33:12,1,2:30:00,2:30:00,4:30:13,Mecanizado
TARDE,DMG 160,4594489,1740,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP58: ACABADO / FINISHING MACHI,09/05/2023 21:46:15,09/05/2023 22:00:00,1,2:30:00,2:30:00,0:13:45,Mecanizado
NOCHE,DMG 160,4594489,1740,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP58: ACABADO / FINISHING MACHI,09/05/2023 22:00:00,09/05/2023 23:54:28,1,2:30:00,2:30:00,1:54:28,Mecanizado
NOCHE,DMG 160,4594489,1750,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP60: ACABADO / FINISHING MACH,10/05/2023 0:19:07,10/05/2023 1:08:11,1,1:00:00,1:00:00,0:49:04,Mecanizado
NOCHE,DMG 160,4607104,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,10/05/2023 1:08:11,10/05/2023 6:00:00,1,30:00:00,30:00:00,4:51:49,Mecanizado
MAÑANA,DMG 160,4607104,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,10/05/2023 6:00:00,10/05/2023 7:57:36,1,30:00:00,30:00:00,1:57:36,Mecanizado
MAÑANA,DMG 160,4607104,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,10/05/2023 7:57:36,10/05/2023 8:22:33,1,30:00:00,30:00:00,0:24:57,Mecanizado
MAÑANA,DMG 160,4607104,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,10/05/2023 8:22:33,10/05/2023 9:00:38,1,30:00:00,30:00:00,0:38:05,Mecanizado
MAÑANA,DMG 160,4607104,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,10/05/2023 9:00:38,10/05/2023 9:24:13,1,30:00:00,30:00:00,0:23:35,Mecanizado
MAÑANA,DMG 160,4607104,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,10/05/2023 9:24:13,10/05/2023 11:49:42,1,30:00:00,30:00:00,2:25:29,Mecanizado
MAÑANA,DMG 160,4607104,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,10/05/2023 11:49:42,10/05/2023 12:02:36,1,30:00:00,30:00:00,0:12:54,Mecanizado
MAÑANA,DMG 160,4607104,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,10/05/2023 12:02:36,10/05/2023 12:02:40,1,30:00:00,30:00:00,0:00:04,Mecanizado
MAÑANA,DMG 160,4607104,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,10/05/2023 12:02:40,10/05/2023 12:26:41,1,30:00:00,30:00:00,0:24:01,Mecanizado
MAÑANA,DMG 160,4607104,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,10/05/2023 12:26:41,10/05/2023 14:00:00,1,30:00:00,30:00:00,1:33:19,Mecanizado
TARDE,DMG 160,4607104,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,10/05/2023 14:00:00,10/05/2023 15:21:38,1,30:00:00,30:00:00,1:21:38,Mecanizado
TARDE,DMG 160,4594490,1600,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP40-ACABADO / FINISHING MACHI,10/05/2023 15:21:38,10/05/2023 20:46:47,1,5:15:00,5:15:00,5:25:09,Mecanizado
TARDE,DMG 160,4594490,1650,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP45: ACABADO / FINISHING MACHI,10/05/2023 20:46:47,10/05/2023 22:00:00,1,3:45:00,3:45:00,1:13:13,Mecanizado
NOCHE,DMG 160,4594490,1650,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP45: ACABADO / FINISHING MACHI,10/05/2023 22:00:00,11/05/2023 2:27:28,1,3:45:00,3:45:00,4:27:28,Mecanizado
NOCHE,DMG 160,4607104,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,11/05/2023 2:27:28,11/05/2023 6:00:00,1,30:00:00,30:00:00,3:32:32,Mecanizado
MAÑANA,DMG 160,4607104,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,11/05/2023 6:00:00,11/05/2023 8:15:14,1,30:00:00,30:00:00,2:15:14,Mecanizado
MAÑANA,DMG 160,4607104,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,11/05/2023 8:15:14,11/05/2023 8:54:15,1,30:00:00,30:00:00,0:39:01,Mecanizado
MAÑANA,DMG 160,4607104,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,11/05/2023 8:54:15,11/05/2023 9:03:28,1,30:00:00,30:00:00,0:09:13,Mecanizado
MAÑANA,DMG 160,4607104,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,11/05/2023 9:03:28,11/05/2023 10:40:27,1,30:00:00,30:00:00,1:36:59,Mecanizado
MAÑANA,DMG 160,4607104,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,11/05/2023 10:40:27,11/05/2023 11:24:21,1,30:00:00,30:00:00,0:43:54,Mecanizado
MAÑANA,DMG 160,4607104,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,11/05/2023 11:24:21,11/05/2023 12:02:00,1,30:00:00,30:00:00,0:37:39,Mecanizado
MAÑANA,DMG 160,4607104,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,11/05/2023 12:02:00,11/05/2023 12:17:43,1,30:00:00,30:00:00,0:15:43,Mecanizado
MAÑANA,DMG 160,4594490,1700,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP50: ACABADO / FINISHING MACH,11/05/2023 12:17:43,11/05/2023 13:10:01,1,4:45:00,4:45:00,0:52:18,Mecanizado
MAÑANA,DMG 160,4594490,1700,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP50: ACABADO / FINISHING MACH,11/05/2023 13:10:01,11/05/2023 13:30:44,1,4:45:00,4:45:00,0:20:43,Mecanizado
MAÑANA,DMG 160,4594490,1700,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP50: ACABADO / FINISHING MACH,11/05/2023 13:30:44,11/05/2023 14:00:00,1,4:45:00,4:45:00,0:29:16,Mecanizado
TARDE,DMG 160,4594490,1700,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP50: ACABADO / FINISHING MACH,11/05/2023 14:00:00,11/05/2023 17:27:46,1,4:45:00,4:45:00,3:27:46,Mecanizado
TARDE,DMG 160,4594490,1730,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP55: ACABADO / FINISHING MACHI,11/05/2023 17:27:46,11/05/2023 22:00:00,1,2:30:00,2:30:00,4:32:14,Mecanizado
NOCHE,DMG 160,4594490,1730,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP55: ACABADO / FINISHING MACHI,11/05/2023 22:00:00,11/05/2023 23:07:20,1,2:30:00,2:30:00,1:07:20,Mecanizado
NOCHE,DMG 160,4594490,1740,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP58: ACABADO / FINISHING MACHI,11/05/2023 23:07:20,12/05/2023 1:51:09,1,2:30:00,2:30:00,2:43:49,Mecanizado
NOCHE,DMG 160,4594490,1750,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP60: ACABADO / FINISHING MACH,12/05/2023 1:51:09,12/05/2023 2:49:35,1,1:00:00,1:00:00,0:58:26,Mecanizado
NOCHE,DMG 160,4607104,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,12/05/2023 2:49:35,12/05/2023 6:00:00,1,10:00:00,10:00:00,3:10:25,Mecanizado
MAÑANA,DMG 160,4607104,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,12/05/2023 6:00:00,12/05/2023 7:58:07,1,10:00:00,10:00:00,1:58:07,Mecanizado
MAÑANA,DMG 160,4607104,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,12/05/2023 7:58:07,12/05/2023 8:17:13,1,10:00:00,10:00:00,0:19:06,Mecanizado
MAÑANA,DMG 160,4607104,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,12/05/2023 8:17:13,12/05/2023 9:15:31,1,10:00:00,10:00:00,0:58:18,Mecanizado
MAÑANA,DMG 160,4607104,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,12/05/2023 9:15:31,12/05/2023 9:18:52,1,10:00:00,10:00:00,0:03:21,Mecanizado
MAÑANA,DMG 160,4607104,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,12/05/2023 9:18:52,12/05/2023 11:03:41,1,10:00:00,10:00:00,1:44:49,Mecanizado
MAÑANA,DMG 160,4607104,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,12/05/2023 11:03:41,12/05/2023 11:09:47,1,10:00:00,10:00:00,0:06:06,Mecanizado
MAÑANA,DMG 160,4607104,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,12/05/2023 11:09:47,12/05/2023 11:30:45,1,10:00:00,10:00:00,0:20:58,Mecanizado
MAÑANA,DMG 160,4607104,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,12/05/2023 11:30:45,12/05/2023 11:50:09,1,10:00:00,10:00:00,0:19:24,Mecanizado
MAÑANA,DMG 160,4607104,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,12/05/2023 11:50:09,12/05/2023 11:56:09,1,10:00:00,10:00:00,0:06:00,Mecanizado
MAÑANA,DMG 160,4597160,1600,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP40-ACABADO / FINISHING MACHI,12/05/2023 11:56:09,12/05/2023 12:39:41,1,5:15:00,5:15:00,0:43:32,Mecanizado
MAÑANA,DMG 160,4597160,1600,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP40-ACABADO / FINISHING MACHI,12/05/2023 12:39:41,12/05/2023 13:28:35,1,5:15:00,5:15:00,0:48:54,Mecanizado
MAÑANA,DMG 160,4597160,1600,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP40-ACABADO / FINISHING MACHI,12/05/2023 13:28:35,12/05/2023 13:35:40,1,5:15:00,5:15:00,0:07:05,Mecanizado
MAÑANA,DMG 160,4597160,1600,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP40-ACABADO / FINISHING MACHI,12/05/2023 13:35:40,12/05/2023 13:48:41,1,5:15:00,5:15:00,0:13:01,Mecanizado
MAÑANA,DMG 160,4597160,1600,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP40-ACABADO / FINISHING MACHI,12/05/2023 13:48:41,12/05/2023 14:00:00,1,5:15:00,5:15:00,0:11:19,Mecanizado
TARDE,DMG 160,4597160,1600,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP40-ACABADO / FINISHING MACHI,12/05/2023 14:00:00,12/05/2023 17:48:21,1,5:15:00,5:15:00,3:48:21,Mecanizado
TARDE,DMG 160,4597160,1650,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP45: ACABADO / FINISHING MACHI,12/05/2023 17:48:21,12/05/2023 21:43:26,1,3:45:00,3:45:00,3:55:05,Mecanizado
NOCHE,DMG 160,4597160,1700,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP50: ACABADO / FINISHING MACH,14/05/2023 22:53:12,15/05/2023 3:52:56,1,4:45:00,4:45:00,4:59:44,Mecanizado
