Turno,Máquina,OF,Cod.Operación,cod_producto,desc_producto,operación,inicio,Fin,Num OFs,Tiempo Plan.,Tiempo Plan.Proceso,Tiempo Real,Sub Área
TARDE,DMG 160,4599780,1650,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP45: ACABADO / FINISHING MACHI,24/05/2023 18:19:24,24/05/2023 18:22:33,1,4:00:00,4:00:00,0:03:09,Mecanizado
TARDE,DMG 160,4599780,1650,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP45: ACABADO / FINISHING MACHI,24/05/2023 18:22:33,24/05/2023 18:22:57,1,4:00:00,4:00:00,0:00:24,Mecanizado
TARDE,DMG 160,4599780,1650,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP45: ACABADO / FINISHING MACHI,24/05/2023 18:22:57,24/05/2023 19:17:41,1,4:00:00,4:00:00,0:54:44,Mecanizado
TARDE,DMG 160,4599780,1650,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP45: ACABADO / FINISHING MACHI,24/05/2023 19:17:41,24/05/2023 22:00:00,1,4:00:00,4:00:00,2:42:19,Mecanizado
NOCHE,DMG 160,4599780,1650,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP45: ACABADO / FINISHING MACHI,24/05/2023 22:00:00,25/05/2023 6:00:00,1,4:00:00,4:00:00,8:00:00,Mecanizado
MAÑANA,DMG 160,4599780,1650,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP45: ACABADO / FINISHING MACHI,25/05/2023 6:00:00,25/05/2023 7:24:05,1,4:00:00,4:00:00,1:24:05,Mecanizado
MAÑANA,DMG 160,4599780,1600,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP40-ACABADO / FINISHING MACHI,25/05/2023 7:24:05,25/05/2023 10:28:05,1,4:00:00,4:00:00,3:04:00,Mecanizado
MAÑANA,DMG 160,4599780,1600,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP40-ACABADO / FINISHING MACHI,25/05/2023 10:28:22,25/05/2023 10:40:56,1,4:00:00,4:00:00,0:12:34,Mecanizado
MAÑANA,DMG 160,4599780,1600,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP40-ACABADO / FINISHING MACHI,25/05/2023 10:40:56,25/05/2023 10:41:29,1,4:00:00,4:00:00,0:00:33,Mecanizado
MAÑANA,DMG 160,4599780,1600,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP40-ACABADO / FINISHING MACHI,25/05/2023 10:41:41,25/05/2023 10:43:00,1,4:00:00,4:00:00,0:01:19,Mecanizado
MAÑANA,DMG 160,4597161,1700,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP50: ACABADO / FINISHING MACH,25/05/2023 10:43:00,25/05/2023 10:43:06,1,4:45:00,4:45:00,0:00:06,Mecanizado
MAÑANA,DMG 160,4599780,1600,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP40-ACABADO / FINISHING MACHI,25/05/2023 10:43:06,25/05/2023 11:00:04,1,4:00:00,4:00:00,0:16:58,Mecanizado
MAÑANA,DMG 160,4597161,1700,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP50: ACABADO / FINISHING MACH,25/05/2023 11:00:04,25/05/2023 14:00:00,1,4:45:00,4:45:00,2:59:56,Mecanizado
TARDE,DMG 160,4597161,1700,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP50: ACABADO / FINISHING MACH,25/05/2023 14:00:00,25/05/2023 14:02:38,1,4:45:00,4:45:00,0:02:38,Mecanizado
TARDE,DMG 160,4599780,1700,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP50: ACABADO / FINISHING MACH,25/05/2023 14:02:38,25/05/2023 19:10:58,1,4:00:00,4:00:00,5:08:20,Mecanizado
TARDE,DMG 160,4599780,1700,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP50: ACABADO / FINISHING MACH,25/05/2023 19:10:58,25/05/2023 19:16:20,1,4:00:00,4:00:00,0:05:22,Mecanizado
TARDE,DMG 160,4599780,1700,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP50: ACABADO / FINISHING MACH,25/05/2023 19:16:20,25/05/2023 19:16:24,1,4:00:00,4:00:00,0:00:04,Mecanizado
TARDE,DMG 160,4599780,1700,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP50: ACABADO / FINISHING MACH,25/05/2023 19:16:24,25/05/2023 19:16:38,1,4:00:00,4:00:00,0:00:14,Mecanizado
TARDE,DMG 160,4599780,1700,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP50: ACABADO / FINISHING MACH,25/05/2023 19:16:38,25/05/2023 19:16:53,1,4:00:00,4:00:00,0:00:15,Mecanizado
TARDE,DMG 160,4599780,1700,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP50: ACABADO / FINISHING MACH,25/05/2023 19:16:55,25/05/2023 19:17:10,1,4:00:00,4:00:00,0:00:15,Mecanizado
TARDE,DMG 160,4599780,1700,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP50: ACABADO / FINISHING MACH,25/05/2023 19:17:15,25/05/2023 19:17:25,1,4:00:00,4:00:00,0:00:10,Mecanizado
TARDE,DMG 160,4599780,1700,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP50: ACABADO / FINISHING MACH,25/05/2023 19:17:25,25/05/2023 19:17:34,1,4:00:00,4:00:00,0:00:09,Mecanizado
TARDE,DMG 160,4599780,1700,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP50: ACABADO / FINISHING MACH,25/05/2023 19:17:54,25/05/2023 19:19:20,1,4:00:00,4:00:00,0:01:26,Mecanizado
TARDE,DMG 160,4599780,1730,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP55: ACABADO / FINISHING MACHI,25/05/2023 19:19:20,25/05/2023 22:00:00,1,5:00:00,5:00:00,2:40:40,Mecanizado
NOCHE,DMG 160,4599780,1730,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP55: ACABADO / FINISHING MACHI,25/05/2023 22:00:00,26/05/2023 0:38:02,1,5:00:00,5:00:00,2:38:02,Mecanizado
NOCHE,DMG 160,4599780,1740,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP58: ACABADO / FINISHING MACHI,26/05/2023 0:38:02,26/05/2023 3:40:35,1,2:45:00,2:45:00,3:02:33,Mecanizado
NOCHE,DMG 160,4599780,1750,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP60: ACABADO / FINISHING MACH,26/05/2023 4:05:24,26/05/2023 4:58:21,1,1:30:00,1:30:00,0:52:57,Mecanizado
TARDE,DMG 160,4599781,1600,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP40-ACABADO / FINISHING MACHI,26/05/2023 15:05:47,26/05/2023 15:07:31,1,4:00:00,4:00:00,0:01:44,Mecanizado
TARDE,DMG 160,4599781,1600,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP40-ACABADO / FINISHING MACHI,26/05/2023 15:07:31,26/05/2023 18:50:46,1,4:00:00,4:00:00,3:43:15,Mecanizado
TARDE,DMG 160,4599781,1600,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP40-ACABADO / FINISHING MACHI,26/05/2023 18:50:46,26/05/2023 20:01:55,1,4:00:00,4:00:00,1:11:09,Mecanizado
TARDE,DMG 160,4599781,1600,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP40-ACABADO / FINISHING MACHI,26/05/2023 20:01:55,26/05/2023 20:29:34,1,4:00:00,4:00:00,0:27:39,Mecanizado
TARDE,DMG 160,4619268,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,26/05/2023 20:29:34,26/05/2023 20:37:12,1,30:00:00,30:00:00,0:07:38,Mecanizado
TARDE,DMG 160,4619268,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,26/05/2023 20:37:12,26/05/2023 20:37:25,1,30:00:00,30:00:00,0:00:13,Mecanizado
TARDE,DMG 160,4619268,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,26/05/2023 20:37:25,26/05/2023 22:00:00,1,30:00:00,30:00:00,1:22:35,Mecanizado
NOCHE,DMG 160,4619268,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,26/05/2023 22:02:02,26/05/2023 22:02:03,1,30:00:00,30:00:00,0:00:01,Mecanizado
NOCHE,DMG 160,4619268,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,26/05/2023 22:02:03,27/05/2023 6:00:00,1,30:00:00,30:00:00,7:57:57,Mecanizado
FESTIVO,DMG 160,4619268,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,27/05/2023 6:02:04,28/05/2023 6:00:00,1,30:00:00,30:00:00,23:57:56,Mecanizado
FESTIVO,DMG 160,4599781,1650,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP45: ACABADO / FINISHING MACHI,30/05/2023 7:57:25,30/05/2023 12:25:17,1,4:00:00,4:00:00,4:27:52,Mecanizado
FESTIVO,DMG 160,4619268,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,30/05/2023 12:25:17,31/05/2023 6:00:00,1,30:00:00,30:00:00,17:34:43,Mecanizado
MAÑANA,DMG 160,4619268,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,31/05/2023 6:00:00,31/05/2023 8:57:30,1,30:00:00,30:00:00,2:57:30,Mecanizado
MAÑANA,DMG 160,4496950,2900,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP70-MECANIZADO CASQUILLOS / B,31/05/2023 8:57:30,31/05/2023 10:36:09,1,1:30:00,1:30:00,1:38:39,Mecanizado
MAÑANA,DMG 160,4520199,2900,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP70-MECANIZADO CASQUILLOS / B,31/05/2023 11:32:26,31/05/2023 13:06:11,1,1:30:00,1:30:00,1:33:45,Mecanizado
MAÑANA,DMG 160,4520199,2900,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP70-MECANIZADO CASQUILLOS / B,31/05/2023 13:06:11,31/05/2023 13:12:24,1,1:30:00,1:30:00,0:06:13,Mecanizado
TARDE,DMG 160,4538121,2900,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP70-MECANIZADO CASQUILLOS / B,31/05/2023 14:29:48,31/05/2023 16:24:31,1,1:30:00,1:30:00,1:54:43,Mecanizado
TARDE,DMG 160,4619268,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,31/05/2023 16:31:47,31/05/2023 22:00:00,1,30:00:00,30:00:00,5:28:13,Mecanizado
NOCHE,DMG 160,4619268,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,31/05/2023 22:00:00,01/06/2023 2:46:56,1,30:00:00,30:00:00,4:46:56,Mecanizado
TARDE,DMG 160,4599781,1700,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP50: ACABADO / FINISHING MACH,01/06/2023 15:44:10,01/06/2023 20:22:52,1,4:00:00,4:00:00,4:38:42,Mecanizado
TARDE,DMG 160,4599781,1730,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP55: ACABADO / FINISHING MACHI,01/06/2023 20:22:52,01/06/2023 22:00:00,1,5:00:00,5:00:00,1:37:08,Mecanizado
NOCHE,DMG 160,4599781,1730,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP55: ACABADO / FINISHING MACHI,01/06/2023 22:00:00,02/06/2023 1:52:28,1,5:00:00,5:00:00,3:52:28,Mecanizado
NOCHE,DMG 160,4599781,1740,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP58: ACABADO / FINISHING MACHI,02/06/2023 1:52:28,02/06/2023 4:15:50,1,2:45:00,2:45:00,2:23:22,Mecanizado
NOCHE,DMG 160,4599781,1750,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP60: ACABADO / FINISHING MACH,02/06/2023 4:44:37,02/06/2023 5:59:31,1,1:30:00,1:30:00,1:14:54,Mecanizado
NOCHE,DMG 160,4619268,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,02/06/2023 5:59:31,02/06/2023 6:00:00,1,10:00:00,10:00:00,0:00:29,Mecanizado
MAÑANA,DMG 160,4619268,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,02/06/2023 6:00:00,02/06/2023 6:18:50,1,10:00:00,10:00:00,0:18:50,Mecanizado
MAÑANA,DMG 160,4619268,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,02/06/2023 6:18:50,02/06/2023 6:47:40,1,10:00:00,10:00:00,0:28:50,Mecanizado
MAÑANA,DMG 160,4619268,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,02/06/2023 6:47:40,02/06/2023 6:59:18,1,10:00:00,10:00:00,0:11:38,Mecanizado
MAÑANA,DMG 160,4619268,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,02/06/2023 6:59:18,02/06/2023 7:16:00,1,10:00:00,10:00:00,0:16:42,Mecanizado
MAÑANA,DMG 160,4619268,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,02/06/2023 7:16:00,02/06/2023 7:47:38,1,10:00:00,10:00:00,0:31:38,Mecanizado
MAÑANA,DMG 160,4619268,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,02/06/2023 7:47:38,02/06/2023 7:57:56,1,10:00:00,10:00:00,0:10:18,Mecanizado
MAÑANA,DMG 160,4619268,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,02/06/2023 7:57:56,02/06/2023 7:58:49,1,10:00:00,10:00:00,0:00:53,Mecanizado
MAÑANA,DMG 160,4619268,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,02/06/2023 7:58:49,02/06/2023 8:26:40,1,10:00:00,10:00:00,0:27:51,Mecanizado
MAÑANA,DMG 160,4619268,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,02/06/2023 8:26:40,02/06/2023 8:35:18,1,10:00:00,10:00:00,0:08:38,Mecanizado
MAÑANA,DMG 160,4619268,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,02/06/2023 8:35:18,02/06/2023 8:35:58,1,10:00:00,10:00:00,0:00:40,Mecanizado
MAÑANA,DMG 160,4619268,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,02/06/2023 8:35:58,02/06/2023 8:48:42,1,10:00:00,10:00:00,0:12:44,Mecanizado
MAÑANA,DMG 160,4619268,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,02/06/2023 8:48:42,02/06/2023 8:49:44,1,10:00:00,10:00:00,0:01:02,Mecanizado
MAÑANA,DMG 160,4619268,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,02/06/2023 8:49:44,02/06/2023 8:49:47,1,10:00:00,10:00:00,0:00:03,Mecanizado
MAÑANA,DMG 160,4619268,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,02/06/2023 8:49:47,02/06/2023 9:02:56,1,10:00:00,10:00:00,0:13:09,Mecanizado
MAÑANA,DMG 160,4619268,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,02/06/2023 9:02:56,02/06/2023 9:03:22,1,10:00:00,10:00:00,0:00:26,Mecanizado
MAÑANA,DMG 160,4619268,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,02/06/2023 9:03:22,02/06/2023 9:46:42,1,10:00:00,10:00:00,0:43:20,Mecanizado
MAÑANA,DMG 160,4619268,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,02/06/2023 9:46:42,02/06/2023 14:00:00,1,10:00:00,10:00:00,4:13:18,Mecanizado
TARDE,DMG 160,4619268,1900,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP30,02/06/2023 14:00:00,02/06/2023 15:15:50,1,10:00:00,10:00:00,1:15:50,Mecanizado
TARDE,DMG 160,4574385,2900,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP70-MECANIZADO CASQUILLOS / B,02/06/2023 15:46:27,02/06/2023 17:23:14,1,1:30:00,1:30:00,1:36:47,Mecanizado
TARDE,DMG 160,4586332,2900,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP70-MECANIZADO CASQUILLOS / B,02/06/2023 18:32:42,02/06/2023 20:23:02,1,1:30:00,1:30:00,1:50:20,Mecanizado
NOCHE,DMG 160,4586333,2900,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP70-MECANIZADO CASQUILLOS / B,04/06/2023 22:50:07,05/06/2023 0:59:19,1,1:30:00,1:30:00,2:09:12,Mecanizado
NOCHE,DMG 160,4575515,2900,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP70-MECANIZADO CASQUILLOS / B,05/06/2023 1:28:58,05/06/2023 3:42:17,1,1:30:00,1:30:00,2:13:19,Mecanizado
NOCHE,DMG 160,4575515,2900,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP70-MECANIZADO CASQUILLOS / B,05/06/2023 3:42:17,05/06/2023 3:55:07,1,1:30:00,1:30:00,0:12:50,Mecanizado
NOCHE,DMG 160,4575515,2900,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP70-MECANIZADO CASQUILLOS / B,05/06/2023 3:55:07,05/06/2023 3:55:19,1,1:30:00,1:30:00,0:00:12,Mecanizado
NOCHE,DMG 160,4588634,2900,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP70-MECANIZADO CASQUILLOS / B,05/06/2023 4:15:00,05/06/2023 4:18:26,1,1:30:00,1:30:00,0:03:26,Mecanizado
NOCHE,DMG 160,4588634,2900,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP70-MECANIZADO CASQUILLOS / B,05/06/2023 4:18:26,05/06/2023 5:42:46,1,1:30:00,1:30:00,1:24:20,Mecanizado
NOCHE,DMG 160,4588634,2900,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP70-MECANIZADO CASQUILLOS / B,05/06/2023 5:42:46,05/06/2023 5:49:49,1,1:30:00,1:30:00,0:07:03,Mecanizado
MAÑANA,DMG 160,4580884,2900,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP70-MECANIZADO CASQUILLOS / B,05/06/2023 6:32:06,05/06/2023 8:13:22,1,1:30:00,1:30:00,1:41:16,Mecanizado
MAÑANA,DMG 160,4580884,2900,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP70-MECANIZADO CASQUILLOS / B,05/06/2023 8:13:22,05/06/2023 8:13:30,1,1:30:00,1:30:00,0:00:08,Mecanizado
MAÑANA,DMG 160,4580885,2900,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP70-MECANIZADO CASQUILLOS / B,05/06/2023 8:51:51,05/06/2023 11:08:19,1,1:30:00,1:30:00,2:16:28,Mecanizado
MAÑANA,DMG 160,4469925,2400,LV17290,"RING, ASSY REAR MOUNT",*MEC* DMG-OP60-MECANIZADO CASQUILLOS / B,05/06/2023 11:29:49,05/06/2023 13:54:28,1,1:00:00,1:00:00,2:24:39,Mecanizado
TARDE,DMG 160,4599782,1600,LV17226,"RING, ASSY REAR MOUNT",*MEC* DMG-OP40-ACABADO / FINISHING MACHI,05/06/2023 14:25:20,05/06/2023 19:59:58,1,4:00:00,4:00:00,5:34:38,Mecanizado
TARDE,DMG 160,4599782,1650,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP45: ACABADO / FINISHING MACHI,05/06/2023 19:59:58,05/06/2023 22:00:00,1,4:00:00,4:00:00,2:00:02,Mecanizado
NOCHE,DMG 160,4599782,1650,LV17226,"RING, ASSY REAR MOUNT",*EC* DMG-OP45: ACABADO / FINISHING MACHI,05/06/2023 22:00:00,06/06/2023 0:10:49,1,4:00:00,4:00:00,2:10:49,Mecanizado
NOCHE,DMG 160,4619267,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,06/06/2023 0:10:49,06/06/2023 1:24:45,1,30:00:00,30:00:00,1:13:56,Mecanizado
NOCHE,DMG 160,4619267,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,06/06/2023 1:24:45,06/06/2023 1:25:24,1,30:00:00,30:00:00,0:00:39,Mecanizado
NOCHE,DMG 160,4619267,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,06/06/2023 1:25:24,06/06/2023 1:25:45,1,30:00:00,30:00:00,0:00:21,Mecanizado
NOCHE,DMG 160,4619267,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,06/06/2023 1:25:45,06/06/2023 1:56:02,1,30:00:00,30:00:00,0:30:17,Mecanizado
NOCHE,DMG 160,4619267,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,06/06/2023 1:56:02,06/06/2023 2:32:54,1,30:00:00,30:00:00,0:36:52,Mecanizado
NOCHE,DMG 160,4619267,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,06/06/2023 2:32:54,06/06/2023 2:39:44,1,30:00:00,30:00:00,0:06:50,Mecanizado
NOCHE,DMG 160,4619267,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,06/06/2023 2:39:44,06/06/2023 2:50:19,1,30:00:00,30:00:00,0:10:35,Mecanizado
NOCHE,DMG 160,4619267,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,06/06/2023 2:50:19,06/06/2023 2:50:34,1,30:00:00,30:00:00,0:00:15,Mecanizado
NOCHE,DMG 160,4619267,1600,340-002-805-0,"MOYEU 12 BRAS,CARTER INTM",MECANIZADO OP20,06/06/2023 2:50:34,06/06/2023 6:00:00,1,30:00:00,30:00:00,3:09:26,Mecanizado
